ds,yhat,yhat_lower,yhat_upper,trend,trend_lower,trend_upper
2016-05-11,140.02713398393354,138.5999863172376,141.47210429424098,139.08340678485342,139.08340678485342,139.08340678485342
2016-05-12,140.05362022914815,138.51098802706505,141.45227532162707,139.11319645877558,139.11319645877558,139.11319645877558
2016-05-13,140.0638440652285,138.68701590429117,141.52696234882507,139.14298613269776,139.14298613269776,139.14298613269776
2016-05-14,139.5987953156254,138.02030039308497,141.03795928801821,139.17277580661994,139.17277580661994,139.17277580661994
2016-05-15,134.00222658140672,132.55398965986993,135.30285110067538,139.20256548054212,139.20256548054212,139.20256548054212
2016-05-16,134.45761757594332,133.0732702184045,135.84000033371726,139.23235515446427,139.23235515446427,139.23235515446427
2016-05-17,140.04390369633197,138.64403168849185,141.56653405931496,139.26214482838645,139.26214482838645,139.26214482838645
2016-05-18,140.05885476870606,138.6651047460259,141.48376305388075,139.29193450230864,139.29193450230864,139.29193450230864
2016-05-19,140.02720323719964,138.56299008370937,141.46825727064245,139.3217241762308,139.3217241762308,139.3217241762308
2016-05-20,139.98239668588016,138.48951239303182,141.45218340637078,139.35151385015297,139.35151385015297,139.35151385015297
2016-05-21,139.4664518139707,137.97222056324443,140.90355007750438,139.38130352407515,139.38130352407515,139.38130352407515
2016-05-22,133.8178384184854,132.48270380855544,135.27641151979054,139.41109319799733,139.41109319799733,139.41109319799733
2016-05-23,134.23842015475873,132.73890614344808,135.73368194104148,139.44088287191948,139.44088287191948,139.44088287191948
2016-05-24,139.80727572850452,138.26458965619693,141.3412344735334,139.47067254584167,139.47067254584167,139.47067254584167
2016-05-25,139.807537895977,138.33856233643337,141.37723541688746,139.50046221976385,139.50046221976385,139.50046221976385
2016-05-26,139.7734296701891,138.313130820813,141.21344227499375,139.53025189368603,139.53025189368603,139.53025189368603
2016-05-27,139.73944068806685,138.2788007116819,141.1549095821513,139.5600225567517,139.5600225567517,139.5600225567517
2016-05-28,139.2476998922817,137.81337395379614,140.6959266899371,139.5897932198174,139.5897932198174,139.5897932198174
2016-05-29,133.63022962621199,132.09572792006296,134.99259739182062,139.61956388288309,139.61956388288309,139.61956388288309
2016-05-30,134.10589568504125,132.67128522101984,135.66512232359221,139.6493345459488,139.6493345459488,139.6493345459488
2016-05-31,139.75235633462233,138.43377397654382,141.15161010696661,139.6791052090145,139.6791052090145,139.6791052090145
2016-06-01,139.83639928420956,138.41351473615242,141.35984102068838,139.70887587208017,139.70887587208017,139.70887587208017
2016-06-02,139.89990279339168,138.39512175414973,141.3082154386445,139.73864653514588,139.73864653514588,139.73864653514588
2016-06-03,139.9765245495859,138.58206902972597,141.5074885506327,139.76841719821158,139.76841719821158,139.76841719821158
2016-06-04,139.60651612677518,138.20001324023883,141.1504792296971,139.79818786127726,139.79818786127726,139.79818786127726
2016-06-05,134.1135042374907,132.6271278028004,135.6736368579091,139.82795852434296,139.82795852434296,139.82795852434296
2016-06-06,134.73144210360846,133.19058173678346,136.15124188262774,139.85772918740864,139.85772918740864,139.85772918740864
2016-06-07,140.53474518133189,138.98352867372733,142.02805502448643,139.88749985047434,139.88749985047434,139.88749985047434
2016-06-08,140.77215625654702,139.35131168946575,142.30323312119754,139.91727051354005,139.91727051354005,139.91727051354005
2016-06-09,140.99166096240756,139.52323323753427,142.3951027458596,139.94704117660572,139.94704117660572,139.94704117660572
2016-06-10,141.2247110796801,139.74981630557826,142.6754784676459,139.97681183967143,139.97681183967143,139.97681183967143
2016-06-11,141.00856441549385,139.6351821256781,142.56722457979555,140.0065825027371,140.0065825027371,140.0065825027371
2016-06-12,135.65756017648258,134.25741343918926,137.13648331852374,140.0363531658028,140.0363531658028,140.0363531658028
2016-06-13,136.4201096685615,134.91832864951607,137.89557458438577,140.06612382886848,140.06612382886848,140.06612382886848
2016-06-14,142.36703215847288,140.9461417369546,143.84793910663464,140.0958944919342,140.0958944919342,140.0958944919342
2016-06-15,142.7289557580066,141.27936652959724,144.06502065747986,140.12566515499987,140.12566515499987,140.12566515499987
2016-06-16,143.06018915015133,141.66829166048765,144.5097520607361,140.15543581806557,140.15543581806557,140.15543581806557
2016-06-17,143.39047527187978,141.8828391464481,144.8858958976889,140.18520648113125,140.18520648113125,140.18520648113125
2016-06-18,143.2548468936898,141.73935221758634,144.7481161468358,140.21497714419695,140.21497714419695,140.21497714419695
2016-06-19,137.95936798185522,136.62935397655093,139.5172247286583,140.24473457400353,140.24473457400353,140.24473457400353
2016-06-20,138.76818252074307,137.2709743550682,140.32202251999055,140.27449200381014,140.27449200381014,140.27449200381014
2016-06-21,144.74998567789976,143.33515050784658,146.29407038954378,140.30424943361672,140.30424943361672,140.30424943361672
2016-06-22,145.1189503590663,143.7245824909734,146.65887683964706,140.3340068634233,140.3340068634233,140.3340068634233
2016-06-23,145.43751565810086,144.00965585530668,146.87488856312527,140.36376429322988,140.36376429322988,140.36376429322988
2016-06-24,145.73564128308138,144.18661878074096,147.11668152204362,140.39352172303649,140.39352172303649,140.39352172303649
2016-06-25,145.54814201818124,144.05917334632218,146.9115313301145,140.42327915284307,140.42327915284307,140.42327915284307
2016-06-26,140.17488704038448,138.72192531764864,141.60255110627082,140.45303658264964,140.45303658264964,140.45303658264964
2016-06-27,140.8977765308911,139.3945083723334,142.22466615875834,140.48279401245622,140.48279401245622,140.48279401245622
2016-06-28,146.78541075464545,145.29696921538653,148.2619512931353,140.51255144226283,140.51255144226283,140.51255144226283
2016-06-29,147.03747313504425,145.6478673321362,148.46599100724805,140.5423088720694,140.5423088720694,140.5423088720694
2016-06-30,147.2263920661073,145.63930763305666,148.6849362074275,140.572066301876,140.572066301876,140.572066301876
2016-07-01,147.38407457549806,145.91916515564995,148.70928370760143,140.6018237316826,140.6018237316826,140.6018237316826
2016-07-02,147.04668880318425,145.5331815322074,148.54477757295496,140.63158116148918,140.63158116148918,140.63158116148918
2016-07-03,141.50928289080633,140.1045766330974,142.99595265168819,140.66133859129576,140.66133859129576,140.66133859129576
2016-07-04,142.07270916501287,140.63013779417085,143.4594495580966,140.69109602110234,140.69109602110234,140.69109602110234
2016-07-05,147.80643364261385,146.37326088337346,149.32133598542825,140.72085345090895,140.72085345090895,140.72085345090895
2016-07-06,147.89637662648465,146.39879491318393,149.32166787397608,140.75061088071553,140.75061088071553,140.75061088071553
2016-07-07,147.92543972133416,146.62144109827463,149.4112409559174,140.7803683105221,140.7803683105221,140.7803683105221
2016-07-08,147.92771494626245,146.51332891465387,149.44531565405802,140.81012574032871,140.81012574032871,140.81012574032871
2016-07-09,147.4407157242655,145.93756315544482,148.78185416956785,140.8398831701353,140.8398831701353,140.8398831701353
2016-07-10,141.75441995287161,140.24614410871524,143.25091291846465,140.86964059994187,140.86964059994187,140.86964059994187
2016-07-11,142.18815024546723,140.752812304447,143.59602290017637,140.89939802974845,140.89939802974845,140.89939802974845
2016-07-12,147.81153592874853,146.30137537426288,149.2418334630732,140.92915545955503,140.92915545955503,140.92915545955503
2016-07-13,147.79580557392973,146.37342604972324,149.27974010189152,140.9588929696599,140.9588929696599,140.9588929696599
2016-07-14,147.73326004787597,146.16827377178393,149.33642605218418,140.98863047976477,140.98863047976477,140.98863047976477
2016-07-15,147.65891494976327,146.22796794687656,149.18301393923366,141.0183679898696,141.0183679898696,141.0183679898696
2016-07-16,147.11022386122693,145.7051922175062,148.50540575840603,141.04810549997447,141.04810549997447,141.04810549997447
2016-07-17,141.37057274331795,139.91524500298732,142.72458186464704,141.0778430100793,141.0778430100793,141.0778430100793
2016-07-18,141.77612730079045,140.32118170847045,143.1072855390374,141.10758052018417,141.10758052018417,141.10758052018417
2016-07-19,147.39499009652923,145.80493315033985,148.8248678828186,141.13731803028904,141.13731803028904,141.13731803028904
2016-07-20,147.3820190298622,145.89831911177578,148.82222920695514,141.16705554039387,141.16705554039387,141.16705554039387
2016-07-21,147.3371207177609,145.94851899899365,148.7612368502657,141.19679305049874,141.19679305049874,141.19679305049874
2016-07-22,147.29449682456385,145.7883944091644,148.63721555473566,141.2265305606036,141.2265305606036,141.2265305606036
2016-07-23,146.78983820796915,145.3752946275125,148.23823580032817,141.25626807070847,141.25626807070847,141.25626807070847
2016-07-24,141.09829519345342,139.69252793267944,142.60815725042636,141.2860055808133,141.2860055808133,141.2860055808133
2016-07-25,141.57130870505404,140.23416763773508,143.06344321169635,141.31574309091818,141.31574309091818,141.31574309091818
2016-07-26,147.27399479439396,145.85481427723016,148.791999030452,141.34548060102304,141.34548060102304,141.34548060102304
2016-07-27,147.34347907587065,145.93594124914335,148.8255728238539,141.37521811112788,141.37521811112788,141.37521811112788
2016-07-28,147.3860908983595,145.95161777843856,148.83357105660588,141.40495562123274,141.40495562123274,141.40495562123274
2016-07-29,147.43416845236396,146.06643871177278,148.8963748791583,141.43469313133758,141.43469313133758,141.43469313133758
2016-07-30,147.02075708881787,145.49295205055495,148.34025894616988,141.46443064144245,141.46443064144245,141.46443064144245
2016-07-31,141.41206643486782,140.05046023604555,142.84591185144555,141.4941681515473,141.4941681515473,141.4941681515473
2016-08-01,141.97429398103188,140.5117342479088,143.4563985446629,141.52390566165218,141.52390566165218,141.52390566165218
2016-08-02,147.76924339384402,146.2996264872778,149.2175034158224,141.55364317175702,141.55364317175702,141.55364317175702
2016-08-03,147.91617892306556,146.40114596622473,149.44606908261954,141.58338068186188,141.58338068186188,141.58338068186188
2016-08-04,148.02792200388805,146.70378839555366,149.49851773453847,141.61311819196675,141.61311819196675,141.61311819196675
2016-08-05,148.1352143960203,146.6473718471941,149.56285801913722,141.64285570207159,141.64285570207159,141.64285570207159
2016-08-06,147.76881427707772,146.29745548511517,149.1550675007307,141.67249420555677,141.67249420555677,141.67249420555677
2016-08-07,142.18675233784805,140.74673005002504,143.58887055256562,141.70213270904193,141.70213270904193,141.70213270904193
2016-08-08,142.7708015520694,141.27593544939285,144.26160652068128,141.73177121252712,141.73177121252712,141.73177121252712
2016-08-09,148.580445773242,147.17191972723856,150.01097938616724,141.76140971601225,141.76140971601225,141.76140971601225
2016-08-10,148.71827643468814,147.12777681794515,150.11473587674016,141.79104821949744,141.79104821949744,141.79104821949744
2016-08-11,148.8049007729879,147.28306742685743,150.1965162266043,141.8206867229826,141.8206867229826,141.8206867229826
2016-08-12,148.87089668047335,147.33664500025006,150.2814956228309,141.8503252264678,141.8503252264678,141.8503252264678
2016-08-13,148.4464854792952,147.05037711174484,149.84789994737991,141.87996372995295,141.87996372995295,141.87996372995295
2016-08-14,142.78295663993916,141.1968230190969,144.1340072677002,141.9096022334381,141.9096022334381,141.9096022334381
2016-08-15,142.1149008745082,140.5811826288241,143.4743597569976,141.9392407369233,141.9392407369233,141.9392407369233
2016-08-16,148.99446396374148,147.607553930678,150.34879791828277,141.96887924040846,141.96887924040846,141.96887924040846
2016-08-17,149.01611539596615,147.5359592784663,150.5671916428958,141.99851774389364,141.99851774389364,141.99851774389364
2016-08-18,148.9743884245045,147.46017480576722,150.41073826565363,142.02815624737877,142.02815624737877,142.02815624737877
2016-08-19,148.90140845977595,147.45965653867114,150.3337092327873,142.05779475086396,142.05779475086396,142.05779475086396
2016-08-20,148.3284067023932,146.75460440269,149.77758215674203,142.08743325434912,142.08743325434912,142.08743325434912
2016-08-21,142.5015977731407,141.04415334430698,143.84353078220522,142.1170717578343,142.1170717578343,142.1170717578343
2016-08-22,142.838659612579,141.29078840886146,144.31169074745532,142.14671026131947,142.14671026131947,142.14671026131947
2016-08-23,148.39925210749803,146.91271704990078,149.8593724344352,142.17634876480463,142.17634876480463,142.17634876480463
2016-08-24,148.2573326922201,146.66038711628872,149.63883333993817,142.20598726828982,142.20598726828982,142.20598726828982
2016-08-25,148.0535085006231,146.55076914466184,149.54546488170803,142.23562577177498,142.23562577177498,142.23562577177498
2016-08-26,147.8222183953598,146.38359230381843,149.22564628891672,142.26526427526017,142.26526427526017,142.26526427526017
2016-08-27,147.09625132781042,145.6794811997178,148.51313400264183,142.2949027787453,142.2949027787453,142.2949027787453
2016-08-28,141.11706375016712,139.7092424554028,142.59997601278207,142.32454128223048,142.32454128223048,142.32454128223048
2016-08-29,141.32108680930284,139.92825190006312,142.7443060194289,142.35417978571567,142.35417978571567,142.35417978571567
2016-08-30,146.75088506533223,145.28237918690832,148.10154452015013,142.36667759615455,142.36667759615455,142.36667759615455
2016-08-31,146.4839912443143,144.9717176755856,147.99378021619233,142.37917540659342,142.37917540659342,142.37917540659342
2016-09-01,146.17084863075218,144.75115352605673,147.7555094602615,142.39167321703232,142.39167321703232,142.39167321703232
2016-09-02,145.84730616710337,144.3934847937928,147.35314154858978,142.40417102747122,142.40417102747122,142.40417102747122
2016-09-03,145.04686525747462,143.53473754698703,146.49716006754977,142.4166688379101,142.4166688379101,142.4166688379101
2016-09-04,139.00849320277953,137.58922445774306,140.5256663779706,142.42916664834897,142.42916664834897,142.42916664834897
2016-09-05,139.1780909226206,137.67158062168846,140.51526782895778,142.44166445878784,142.44166445878784,142.44166445878784
2016-09-06,144.61343286059233,142.9439695457216,145.9440109777857,142.45416226922674,142.45416226922674,142.45416226922674
2016-09-07,144.3682704611497,142.88379321270557,145.7617497923844,142.46666007966564,142.46666007966564,142.46666007966564
2016-09-08,144.096150348658,142.61061662816908,145.57376248208155,142.47915789010452,142.47915789010452,142.47915789010452
2016-09-09,143.8322737840934,142.36427935971287,145.2229431729325,142.4916557005434,142.4916557005434,142.4916557005434
2016-09-10,143.10889617424618,141.67715810788184,144.5127559685269,142.5041535109823,142.5041535109823,142.5041535109823
2016-09-11,137.16082761238374,135.7520431944823,138.6143477518494,142.51665132142116,142.51665132142116,142.51665132142116
